waypoint_id,x,y,z,yaw,velocity,change_flag,steering_flag,accel_flag,stop_flag,event_flag,traffic_light_detection,target_traffic_light_camera,start,goal,stop_point,detection_range_front_l,detection_range_front_r,detection_range_rear_l,detection_range_rear_r,fatal_area_left,fatal_area_right,cargo_left,cargo_right,obstacle_detection_distance_change,winker_point,obstacle_sensor_range,mode_change,attention_broadcast,inter_vehicular_distance,minimum_target_point_distance,target_point_ratio,voxel_leaf_size,local_max_slope,preliminary_output,route_change,pause_point,pause_time,cross_point,cross_point_detection_area_left,cross_point_detection_area_right,cross_point_detection_area_front,cross_point_detection_area_back
382,94439.2742,77913.0605,35.3564,-1.8122,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
383,94439.0351,77912.0895,35.3562,-1.8122,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
384,94438.7961,77911.1185,35.356,-1.8122,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
385,94438.5571,77910.1475,35.3558,-1.8122,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
386,94438.318,77909.1764,35.3555,-1.8122,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
387,94438.079,77908.2054,35.3553,-1.8122,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
388,94437.8399,77907.2344,35.3551,-1.8122,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
389,94437.6009,77906.2634,35.3549,-1.8122,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
390,94437.3619,77905.2924,35.3547,-1.8122,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
391,94437.1228,77904.3214,35.3544,-1.8122,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
392,94436.8838,77903.3504,35.3542,-1.8122,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
393,94436.6447,77902.3794,35.354,-1.8122,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
394,94436.4057,77901.4084,35.3538,-1.8122,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
395,94436.1667,77900.4374,35.3536,-1.8122,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
396,94435.9276,77899.4663,35.3533,-1.8122,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
397,94435.6886,77898.4953,35.3531,-1.8122,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
398,94435.4495,77897.5243,35.3529,-1.8122,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
399,94435.2105,77896.5533,35.3527,-1.8122,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
400,94434.9715,77895.5823,35.3525,-1.8122,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
401,94434.7324,77894.6113,35.3523,-1.8122,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
402,94434.4934,77893.6403,35.352,-1.8122,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
403,94434.2543,77892.6693,35.3518,-1.8122,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
404,94434.0153,77891.6983,35.3516,-1.8122,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
405,94433.7763,77890.7273,35.3514,-1.8122,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
406,94433.5372,77889.7563,35.3512,-1.8122,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
407,94433.2982,77888.7852,35.3509,-1.8122,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
408,94433.0591,77887.8142,35.3507,-1.8122,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
409,94432.8201,77886.8432,35.3505,-1.8122,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
410,94432.5811,77885.8722,35.3503,-1.8122,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
411,94432.342,77884.9012,35.3501,-1.8122,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
412,94432.103,77883.9302,35.3498,-1.8122,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
413,94431.8639,77882.9592,35.3496,-1.8122,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
414,94431.6249,77881.9882,35.3494,-1.8122,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
415,94431.3859,77881.0172,35.3492,-1.8122,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
416,94431.1468,77880.0462,35.349,-1.8122,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
417,94430.9078,77879.0751,35.3487,-1.8122,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
418,94430.6687,77878.1041,35.3485,-1.8122,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
419,94430.4297,77877.1331,35.3483,-1.8122,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
420,94430.1906,77876.1621,35.3481,-1.8122,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
421,94429.9516,77875.1911,35.3479,-1.8122,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
422,94429.7126,77874.2201,35.3476,-1.8122,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
423,94429.4735,77873.2491,35.3474,-1.8122,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
424,94429.2345,77872.2781,35.3472,-1.8122,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
425,94428.9954,77871.3071,35.347,-1.8122,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
426,94428.7564,77870.3361,35.3468,-1.8122,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
427,94428.5174,77869.3651,35.3465,-1.8122,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
428,94428.2783,77868.394,35.3463,-1.8122,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
429,94428.0393,77867.423,35.3461,-1.8122,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
430,94427.8002,77866.452,35.3459,-1.8122,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
431,94427.5612,77865.481,35.3457,-1.8122,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
432,94427.3222,77864.51,35.3454,-1.8122,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
433,94427.0831,77863.539,35.3452,-1.8122,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
434,94426.8441,77862.568,35.345,-1.8122,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
435,94426.605,77861.597,35.3448,-1.8122,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
436,94426.366,77860.626,35.3446,-1.8122,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
437,94426.127,77859.655,35.3443,-1.8122,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
438,94425.8879,77858.6839,35.3441,-1.8122,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
439,94425.6489,77857.7129,35.3439,-1.8122,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
440,94425.4098,77856.7419,35.3437,-1.8122,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
441,94425.1708,77855.7709,35.3435,-1.8122,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
442,94424.9318,77854.7999,35.3432,-1.8122,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
443,94424.6927,77853.8289,35.343,-1.8122,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
444,94424.4537,77852.8579,35.3428,-1.8122,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
445,94424.2146,77851.8869,35.3426,-1.8122,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
446,94423.9756,77850.9159,35.3424,-1.8122,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
447,94423.7366,77849.9449,35.3421,-1.8122,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
448,94423.4975,77848.9738,35.3419,-1.8122,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
449,94423.2585,77848.0028,35.3417,-1.8122,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
450,94423.0194,77847.0318,35.3415,-1.8122,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
451,94422.7804,77846.0608,35.3413,-1.8122,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
452,94422.5414,77845.0898,35.3411,-1.8122,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
453,94422.3023,77844.1188,35.3408,-1.8122,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
454,94422.0633,77843.1478,35.3406,-1.8122,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
455,94421.8242,77842.1768,35.3404,-1.8122,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
456,94421.5852,77841.2058,35.3402,-1.8122,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
457,94421.3462,77840.2348,35.34,-1.8122,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
458,94421.1071,77839.2638,35.3397,-1.8122,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
459,94420.8681,77838.2927,35.3395,-1.8122,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
460,94420.629,77837.3217,35.3393,-1.8122,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
461,94420.39,77836.3507,35.3391,-1.8122,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
462,94420.151,77835.3797,35.3389,-1.8122,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
463,94419.9119,77834.4087,35.3386,-1.8122,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
464,94419.6729,77833.4377,35.3384,-1.8122,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
465,94419.4338,77832.4667,35.3382,-1.8122,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
466,94419.1948,77831.4957,35.338,-1.8122,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
467,94418.9558,77830.5247,35.3378,-1.8122,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
468,94418.7167,77829.5537,35.3375,-1.8122,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
469,94418.4777,77828.5826,35.3373,-1.8122,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
470,94418.2386,77827.6116,35.3371,-1.8122,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
471,94417.9996,77826.6406,35.3369,-1.8122,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
472,94417.7606,77825.6696,35.3367,-1.8122,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
473,94417.5215,77824.6986,35.3364,-1.8122,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
474,94417.5151,77824.6724,35.3364,-1.8168,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
475,94417.2715,77823.7025,35.3396,-1.8168,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
476,94417.028,77822.7326,35.3427,-1.8168,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
477,94416.7845,77821.7627,35.3459,-1.8168,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
478,94416.5409,77820.7928,35.349,-1.8168,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
479,94416.2974,77819.8229,35.3522,-1.8168,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
480,94416.0539,77818.853,35.3553,-1.8168,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
481,94415.8103,77817.8831,35.3585,-1.8168,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
482,94415.5668,77816.9132,35.3616,-1.8168,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
483,94415.3233,77815.9434,35.3648,-1.8168,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
484,94415.0798,77814.9735,35.3679,-1.8168,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
485,94414.8362,77814.0036,35.3711,-1.8168,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
486,94414.5927,77813.0337,35.3742,-1.8168,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
487,94414.3492,77812.0638,35.3774,-1.8168,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
488,94414.1056,77811.0939,35.3805,-1.8168,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
489,94413.8621,77810.124,35.3837,-1.8168,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
490,94413.6186,77809.1541,35.3868,-1.8168,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
491,94413.3751,77808.1843,35.39,-1.8168,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
492,94413.1315,77807.2144,35.3931,-1.8168,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
493,94412.888,77806.2445,35.3963,-1.8168,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
494,94412.6445,77805.2746,35.3994,-1.8168,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
495,94412.4009,77804.3047,35.4026,-1.8168,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
496,94412.1574,77803.3348,35.4057,-1.8168,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
497,94411.9139,77802.3649,35.4089,-1.8168,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
498,94411.6704,77801.395,35.412,-1.8168,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
499,94411.4268,77800.4251,35.4152,-1.8168,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
500,94411.1833,77799.4553,35.4183,-1.8168,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
501,94410.9398,77798.4854,35.4215,-1.8168,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
502,94410.6962,77797.5155,35.4246,-1.8168,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
503,94410.4527,77796.5456,35.4278,-1.8168,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
504,94410.2092,77795.5757,35.4309,-1.8168,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
505,94409.9656,77794.6058,35.4341,-1.8168,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
506,94409.7221,77793.6359,35.4372,-1.8168,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
507,94409.4786,77792.666,35.4404,-1.8168,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
508,94409.2351,77791.6962,35.4435,-1.8168,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
509,94408.9915,77790.7263,35.4467,-1.8168,4,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0
